9.324241430670883179e-01,7.855259463984497204e-02,-3.955677649111923738e-02,-1.279361716558081660e-02,-6.608558389606205008e-01,-2.785396894296287007e-01
9.091114309731210819e-01,7.658893080564745104e-02,-3.859464587953414377e-02,-1.275253136288864372e-02,-6.443558055586809941e-01,-2.714827090749479810e-01
8.863816701492820416e-01,7.467418234748396388e-02,-3.765548045552016138e-02,-1.265847832614349147e-02,-6.282906691008599553e-01,-2.646414268768855216e-01
8.642202787895784111e-01,7.280714802804223729e-02,-3.673876318192857704e-02,-1.253012012889258980e-02,-6.126391326602651510e-01,-2.579964222266517559e-01
8.426130400306507395e-01,7.098665444171427252e-02,-3.584398668470781951e-02,-1.237867238338310333e-02,-5.973850894074439477e-01,-2.515343779295267090e-01
8.215460928232277693e-01,6.921155553231930768e-02,-3.497065319530386768e-02,-1.221117220010707605e-02,-5.825152298838635057e-01,-2.452454491308202478e-01
8.010059230292417842e-01,6.748073210224335428e-02,-3.411827448516965150e-02,-1.203227053304998552e-02,-5.680178826294222105e-01,-2.391218317433075891e-01
7.809793547394675572e-01,6.579309131523222720e-02,-3.328637179288893022e-02,-1.184518700927485353e-02,-5.538824261926866832e-01,-2.331569983751031472e-01
7.614535418066027406e-01,6.414756619482113453e-02,-3.247447574442532264e-02,-1.165223918221162079e-02,-5.400989699085501083e-01,-2.273452719347582585e-01
7.424159595887867003e-01,6.254311512014816554e-02,-3.168212626700450674e-02,-1.145515054778972926e-02,-5.266581688921230242e-01,-2.216815746748188043e-01
7.238543968986173027e-01,6.097872132068956480e-02,-3.090887249712762422e-02,-1.125523818560919369e-02,-5.135511103474816874e-01,-2.161612727980925241e-01
7.057569481528161992e-01,5.945339237127574006e-02,-3.015427268320888810e-02,-1.105353176545273604e-02,-5.007692399583223430e-01,-2.107800756806312292e-01
6.881120057177598781e-01,5.796615968857057877e-02,-2.941789408331183658e-02,-1.085085170822922863e-02,-4.883043119465023119e-01,-2.055339677219235883e-01
6.709082524461809083e-01,5.651607803006126335e-02,-2.869931285844894500e-02,-1.064786210309119630e-02,-4.761483537253673459e-01,-2.004191604776522917e-01
6.541346544004303931e-01,5.510222499646305616e-02,-2.799811396188715829e-02,-1.044510750095975667e-02,-4.642936399052023377e-01,-1.954320578614244241e-01
6.377804537577700383e-01,5.372370053832877662e-02,-2.731389102488792492e-02,-1.024303911130088757e-02,-4.527326725011311948e-01,-1.905692300473786627e-01
6.218351618932640434e-01,5.237962646754919238e-02,-2.664624623928748756e-02,-1.004203385968972795e-02,-4.414581653848378973e-01,-1.858273933437311898e-01
6.062885526359131916e-01,5.106914597433426933e-02,-2.599479023730724009e-02,-9.842408530504193065e-03,-4.304630317239520609e-01,-1.812033942823602362e-01
5.911306556937740986e-01,4.979142315018200704e-02,-2.535914196896110057e-02,-9.644430461158520068e-03,-4.197403735805532166e-01,-1.766941967670908054e-01
5.763517502438988416e-01,4.854564251726430774e-02,-2.473892857740673037e-02,-9.448325775386162001e-03,-4.092834731080154942e-01,-1.722968714991650885e-01
5.619423586830025741e-01,4.733100856459591943e-02,-2.413378527257026632e-02,-9.254285832921826244e-03,-3.990857849573627991e-01,-1.680085871401068576e-01
5.478932405348833079e-01,4.614674529129003666e-02,-2.354335520335060217e-02,-9.062472367600002757e-03,-3.891409296173481414e-01,-1.638266028308001943e-01
5.341953865106822130e-01,4.499209575715379383e-02,-2.296728932869392809e-02,-8.873021647303264842e-03,-3.794426874883792822e-01,-1.597482617915376713e-01
5.208400127181811445e-01,4.386632164082487906e-02,-2.240524628780699370e-02,-8.686047894087084442e-03,-3.699849935424739944e-01,-1.557709857997122693e-01
5.078185550164080464e-01,4.276870280561264476e-02,-2.185689226976116756e-02,-8.501646136605730056e-03,-3.607619324578170694e-01,-1.518922703914238059e-01
4.951226635119195807e-01,4.169853687317064128e-02,-2.132190088272350667e-02,-8.319894620329712498e-03,-3.517677341424655935e-01,-1.481096806680283762e-01
4.827441971932082687e-01,4.065513880508684480e-02,-2.079995302302841548e-02,-8.140856867873559610e-03,-3.429967695806263595e-01,-1.444208476134337671e-01
4.706752186997733567e-01,3.963784049245678426e-02,-2.029073674429537552e-02,-7.964583457983998721e-03,-3.344435469489175361e-01,-1.408234648459402716e-01
4.589079892224672275e-01,3.864599035347437983e-02,-1.979394712677576967e-02,-7.791113574592074126e-03,-3.261027079606126922e-01,-1.373152857418048489e-01
4.474349635318306539e-01,3.767895293905234450e-02,-1.930928614710147526e-02,-7.620476364911123179e-03,-3.179690244039835578e-01,-1.338941208778554048e-01
4.362487851311869780e-01,3.673610854646493923e-02,-1.883646254859255506e-02,-7.452692136533824521e-03,-3.100373948472161523e-01,-1.305578357484302732e-01
4.253422815313669947e-01,3.581685284098581890e-02,-1.837519171226765363e-02,-7.287773416873866150e-03,-3.023028414874172065e-01,-1.273043487182689837e-01
4.147084596439955528e-01,3.492059648547972406e-02,-1.792519552868969759e-02,-7.125725893473565387e-03,-2.947605071252777931e-01,-1.241316291782123687e-01
4.043405012903624751e-01,3.404676477789372879e-02,-1.748620227076683187e-02,-6.966549250120425939e-03,-2.874056522502436151e-01,-1.210376958749653509e-01
3.942317588229632963e-01,3.319479729657678901e-02,-1.705794646761742139e-02,-6.810237911084705310e-03,-2.802336522237359184e-01,-1.180206153899444055e-01
