8.000000000000000444e-01,-4.000000000000000222e-01,2.500000000000000000e-01,1.330000000000000071e-01,-3.380000000000000226e-01,-4.739999999999999769e-01,-6.740000000000000435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.930432045617685777e-01,-3.958472777721039892e-01,2.454523629732042744e-01,1.165616856086229974e-01,-2.811273495197524896e-01,-5.591460008964755923e-01,-6.476943701776290974e-01,9.977744754159152858e-04,1.785118670450275835e-01,-1.931502361474721208e-01,6.573855152001270574e-02,-8.037692062245611890e-02,0.000000000000000000e+00
7.861527966613135465e-01,-3.916111946965171731e-01,2.410735618982512429e-01,1.006467622668952427e-01,-2.293008624328429779e-01,-6.315839929838205080e-01,-6.290323305635949769e-01,1.935138352979346799e-03,3.599325928787362461e-01,-3.798972802609208999e-01,1.354621387568718527e-01,-1.554268261390551464e-01,0.000000000000000000e+00
7.793065625758244241e-01,-3.873636229583252710e-01,2.367602378073265790e-01,8.526239100212944233e-02,-1.814916348739983587e-01,-6.943029218869962715e-01,-6.160530221292085384e-01,2.815041855955283980e-03,5.422282073398294600e-01,-5.634703796723428137e-01,2.067766954110896171e-01,-2.280188677435999733e-01,0.000000000000000000e+00
7.724960027931944140e-01,-3.831428147209871571e-01,2.324628260856512474e-01,7.040241116522906462e-02,-1.369490114349839194e-01,-7.493335980963244936e-01,-6.074756174402022868e-01,3.640317155901569984e-03,7.243050129121909597e-01,-7.454193021928910978e-01,2.784507424018693444e-01,-2.995650316825662074e-01,0.000000000000000000e+00
7.657186527567948486e-01,-3.789715244061524491e-01,2.281560607767009474e-01,5.605500955630943194e-02,-9.513757931057847950e-02,-7.980835797168904788e-01,-6.024274306994834571e-01,4.413680048857015342e-03,9.055012610270360973e-01,-9.265366077431058667e-01,3.497825794003421862e-01,-3.708179261164076812e-01,0.000000000000000000e+00
7.589749465905003545e-01,-3.748644281539343925e-01,2.238269379128849934e-01,4.220584673319772995e-02,-5.566827429882823669e-02,-8.415656404960230041e-01,-6.002843316166286414e-01,5.137732061066507643e-03,1.085379602744799055e+00,-1.107234256792784866e+00,4.203418948434358149e-01,-4.421965488914177955e-01,0.000000000000000000e+00
7.522667743141496777e-01,-3.708315336966440112e-01,2.194691891409871476e-01,2.883949000875779545e-02,-1.825116968210921398e-02,-8.805354957678637184e-01,-6.005802193831593083e-01,5.814962906094256825e-03,1.263631962679157672e+00,-1.287716508174926444e+00,4.898512515611632145e-01,-5.139357970569269352e-01,0.000000000000000000e+00
7.455967530193388093e-01,-3.668799118808452886e-01,2.150804827351259774e-01,1.594013267992813038e-02,1.733509653797967592e-02,-9.155754262996405046e-01,-6.029539612417093020e-01,6.447753224838858113e-03,1.440031369736755495e+00,-1.468067374160868077e+00,5.581261028923525380e-01,-5.861621073164611229e-01,0.000000000000000000e+00
7.389678320063307604e-01,-3.630146523138540471e-01,2.106608895843951057e-01,3.491979497556179507e-03,5.126328766273405280e-02,-9.471466837727202659e-01,-6.071169434741164883e-01,7.038377548620612656e-03,1.614405452392603024e+00,-1.648298408892578726e+00,6.250418870215431744e-01,-6.589348435215145461e-01,0.000000000000000000e+00
7.323830677919169752e-01,-3.592394293595257415e-01,2.062119872481845417e-01,-8.520537525476941376e-03,8.367092324343519683e-02,-9.756234932516781866e-01,-6.128324150722329611e-01,7.589007433259901958e-03,1.786620795363491165e+00,-1.828376478572492969e+00,6.905147364114091468e-01,-7.322704196204044003e-01,0.000000000000000000e+00
7.258454915471579394e-01,-3.555568584811969468e-01,2.017363089051371627e-01,-2.011263552162771001e-02,1.146694537399510494e-01,-1.001315842498532449e+00,-6.199018649718932572e-01,8.101714718972056681e-03,1.956573131944491895e+00,-2.008240713598773208e+00,7.544895212352641378e-01,-8.061571028895391233e-01,0.000000000000000000e+00
7.193580296401144158e-01,-3.519687330149457449e-01,1.972369897915638437e-01,-3.129911006340804769e-02,1.443507262379411793e-01,-1.024485203220063312e+00,-6.281557590623986220e-01,8.578474877057654796e-03,2.124180860707249430e+00,-2.187813273751412879e+00,8.169320780312114838e-01,-8.805644910753671617e-01,0.000000000000000000e+00
7.129234560620942851e-01,-3.484761892372392200e-01,1.927175323759159620e-01,-4.209429612231747192e-02,1.727916471871635551e-01,-1.045355653832239495e+00,-6.374470733053889671e-01,9.021170409829273179e-03,2.289380553868169521e+00,-2.367006403062457576e+00,8.778239468747524032e-01,-9.554497960690324643e-01,0.000000000000000000e+00
7.065443646860304350e-01,-3.450798264835427953e-01,1.881816459696444011e-01,-5.251204864030287883e-02,2.000576133602089135e-01,-1.064121923849840279e+00,-6.476466740119919407e-01,9.431594275059034319e-03,2.452123712933647948e+00,-2.545727168391834105e+00,9.371586773177222884e-01,-1.030762132775900008e+00,0.000000000000000000e+00
7.002231542110480822e-01,-3.417797979421378085e-01,1.836331347277517234e-01,-6.256573556864705732e-02,2.262050802988991582e-01,-1.080955324529183192e+00,-6.586399498774999639e-01,9.811453310512157147e-03,2.612374337060911600e+00,-2.723880701471216970e+00,9.949391526926392171e-01,-1.106445517102937925e+00,0.000000000000000000e+00
6.939620213967974127e-01,-3.385758815999460047e-01,1.790758181230845403e-01,-7.226823897965141408e-02,2.512835129063220596e-01,-1.096008195184058343e+00,-6.703243109736216621e-01,1.016237163791114742e-02,2.770107040466915915e+00,-2.901372445071984441e+00,1.051175597846581322e+00,-1.182441002451642076e+00,0.000000000000000000e+00
6.877629597956639307e-01,-3.354675372844862502e-01,1.745134738330436919e-01,-8.163196146180265456e-02,2.753368841338952322e-01,-1.109417286363000743e+00,-6.826072994239601455e-01,1.048589402900131778e-02,2.925305553344291987e+00,-3.078109719334298777e+00,1.105884059505583439e+00,-1.258688225495583124e+00,0.000000000000000000e+00
6.816277621608330950e-01,-3.324539536441742382e-01,1.699497964828530772e-01,-9.066883597961486463e-02,2.984048368641145088e-01,-1.121306368221161920e+00,-6.954051384966649652e-01,1.078348921930943893e-02,3.077961499109721721e+00,-3.254002813647410175e+00,1.159085222559017581e+00,-1.335126537096700039e+00,0.000000000000000000e+00
